VIN,Year,Make,Model,Trim,Price,Miles
W1KLH6FB7SA114047,2025,Mercedes-Benz,E-Class,E450 All-Terrain,67288,11965
1FMUK8DH0TGB44259,2026,Ford,Explorer,Active,41935,10
1GNERLKS3TJ265951,2026,Chevrolet,Traverse,RS,55818,795
3HDSA2H59SM712927,2025,Acura,ADX,A-Spec Package,41950,10
3GNAXHEG4TL373173,2026,Chevrolet,Equinox,LT,27620,2042
1GCPKWEK7TZ345600,2026,Chevrolet,Silverado 1500,RST,49622,233
5YFP4MCEXTP24C312,2026,Toyota,Corolla,SE,28869,0
1GCPKWEK1TZ362828,2026,Chevrolet,Silverado 1500,RST,46455,5
3VV8B7AX7NM045086,2022,Volkswagen,Tiguan,SE R-LINE BLACK,24009,44116
5FNYG1H79PB047965,2023,Honda,Pilot,Touring,37695,60874
YV4062PF6T1464930,2026,Volvo,XC90,Ultra,69155,null
4T1DBADK8TU20B218,2026,Toyota,Camry,SE,36839,0
3GYK3GM42TS163133,2026,Cadillac,OPTIQ,Premium Sport,58725,5
KMHL24JAXTA563119,2026,Hyundai,Sonata,SE,25815,10
5N1AZ3CS3TC116784,2026,Nissan,Murano,SL,43322,5
LRBFZSR48TD040677,2026,Buick,Envision,Avenir,48114,10
W1Y4NDHY6TT614070,2026,Mercedes-Benz,Sprinter Cargo Van,Base,70989,4
5LMPJ8J44TJ029133,2026,Lincoln,Nautilus,Premiere,62131,18
3FMCR9BN5TRE42644,2026,Ford,Bronco Sport,Big Bend,34367,10
1V2CN2CA6TC573761,2026,Volkswagen,Atlas,Atlas Peak Edition,49676,10
1GNERGKS0TJ310965,2026,Chevrolet,Traverse,LT,40970,200
JTJAM7BX3P5378867,2023,Lexus,GX,PREMIUM,56408,50608
JM3KKEHA6R1149556,2024,Mazda,CX-90,Premium Plus Package,35108,40549
1GCPTFEK4T1222722,2026,Chevrolet,Colorado,ZR2,51028,1
3MVDMBAL8TM145572,2026,Mazda,CX-30,S,26974,3
3VW2M7BUXTM039005,2026,Volkswagen,Jetta,GLI Autobahn,35604,6
19UDE4H63TA012212,2026,Acura,Integra,A-Spec with Tech Package,41095,10
5J8TC2H52TL015569,2026,Acura,RDX,Technology Package,49150,10
5NMP2DG17TH120347,2026,Hyundai,Santa Fe,SEL,38470,15
3FTTW8JA6TRA50245,2026,Ford,Maverick,XLT,34442,1
1FTER4KP6TLE20720,2026,Ford,Ranger,Lariat,49720,6
4T1DBADK0TU24F522,2026,Toyota,Camry,SE,34243,null
5XYK6CDF9TG335585,2026,Kia,Sportage,X-Line,36560,11
1FTBR1C87TKA39280,2026,Ford,Transit Van,Base,48666,7
KM8RKESA0TU076007,2026,Hyundai,Palisade,Limited,55211,10
5J8TC2H49TL017634,2026,Acura,RDX,Base,47150,4
5FNYG1H46SB132471,2025,Honda,Pilot,EX-L,44650,2
5XYRHDJF9TG417075,2026,Kia,Sorento,X-Line EX,41855,null
3FTTW8S36TRA84802,2026,Ford,Maverick,Lariat,39838,17
1FTEW1EP1PFB33146,2023,Ford,F-150,XLT,37890,36129
WP1AG2A52TLB41577,2026,Porsche,Macan,S,98022,21
1G6DF577180212002,2008,Cadillac,CTS,3.6,8505,89311
1C4RJHAR2TC207038,2026,Jeep,Grand Cherokee,Laredo,43763,10
19UDE4H35TA007907,2026,Acura,Integra,A-Spec,37745,5
1GB3KSE76SF314622,2025,Chevrolet,Silverado 3500HD,Work Truck,69765,4
JM1BPABL8T1887122,2026,Mazda,Mazda3,Select Sport,27727,0
5FNYF9H85TB075041,2026,Honda,Passport,TrailSport Elite,null,null
5UX43EU01T9470455,2026,BMW,X5,50e,92438,0
5FNYG1H67TB025657,2026,Honda,Pilot,TrailSport,49192,4
1C4PJXAN3TW157795,2026,Jeep,Wrangler 2-Door,Sport,32183,10
KM8RJES20TU057341,2026,Hyundai,Palisade,XRT Pro,49630,17
3C4PJMB27TT231552,2026,Jeep,Cherokee,Limited,40408,3
3VVGR7RM7TM044101,2026,Volkswagen,Tiguan,SE R-LINE BLACK,38583,6
WA1ACBF79SD008728,2025,Audi,Q7,Premium,42822,23701
1FMJU1J88SEA01174,2025,Ford,Expedition,Active,59791,14367
WB553CF0XTCW73298,2026,BMW,iX,60,95265,null
2T2BAMCA3TC23B759,2026,Lexus,RX,350 F SPORT,64591,0
WA1WVBF72TD011651,2026,Audi,Q7,Prestige,75109,12
W1NKM4HB4TF528791,2026,Mercedes-Benz,GLC,Base,59098,7
KL79MRSL4TB183903,2026,Chevrolet,Trailblazer,LT,27066,2
1C6SRFJP1SN605560,2025,RAM,Ram 1500 Pickup,Laramie,47046,7048
7FARS6H60TE022541,2026,Honda,CR-V,TrailSport,36375,1006
5FNRL6H95JB077146,2018,Honda,Odyssey,Elite,22668,110299
W1NKM8HB7TF545740,2026,Mercedes-Benz,GLC,AMG GLC43,74202,10
JM3KKBHD8T1376683,2026,Mazda,CX-90,Preferred Package,43098,9
1FTEW2L55TFA85085,2026,Ford,F-150,STX,54674,6
KL77LJEP2SC132774,2025,Chevrolet,Trax,RS,27264,5198
1N4BL4DV3SN353485,2025,Nissan,Altima,SV,20775,38569
3VVMR7RM4TM027467,2026,Volkswagen,Tiguan,SE,34863,6
1V2CN2CA3TC549384,2026,Volkswagen,Atlas,Atlas Peak Edition,45427,4
KNDNC5K38T6642310,2026,Kia,Carnival,EX,42095,null
1GT4UXEY8TF261326,2026,GMC,Sierra 2500HD,Denali Ultimate,91254,0
KNDRHDJG3T5459095,2026,Kia,Sorento,EX Hybrid,37708,13
KM8RMESAXTU088661,2026,Hyundai,Palisade,Calligraphy,61514,1
3C6SRFFP2T4153753,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,51176,13
1FTEW2L51TFA75931,2026,Ford,F-150,STX,75278,44
JM3KMCHA3T0134086,2026,Mazda,CX-5,S Preferred,36295,0
5NMP1DGL1TH159634,2026,Hyundai,Santa Fe,SE,37812,31
4T1F11BK6PU099658,2023,Toyota,Camry,XLE,29668,34809
JTMN1RFV4MD532196,2021,Toyota,RAV4,Limited,27433,90891
5NMP24G14SH050532,2025,Hyundai,Santa Fe,SEL,32800,29109
2HGFE2F50PH529109,2023,Honda,Civic,Sport,25599,21398
5UX43EX06S9X19228,2025,BMW,X6,M60i,80977,7364
1C4RDJDG7NC199269,2022,Dodge,Durango,GT Plus,33746,23781
3GKALMEG7RL157442,2024,GMC,Terrain,SLE,23644,28372
KNDP6CAC0L7705982,2020,Kia,Sportage,S,14666,89440
1GCGSBEA2G1207631,2016,Chevrolet,Colorado,Work Truck,16873,116185
KMHLM4DJ2TU195393,2026,Hyundai,Elantra,Blue,23455,12
3VVMR7RMXTM041292,2026,Volkswagen,Tiguan,SE,34363,4
3TMLB5JN9TM24B379,2026,Toyota,Tacoma,TRD Sport,52179,0
1FT8W2BT8TED34935,2026,Ford,F-250 Super Duty,Lariat,84662,20
1FTFW3L85TKE15108,2026,Ford,F-150,XLT,57322,0
5YFB4MDE5TP451509,2026,Toyota,Corolla,LE,23860,0
3FTTW8J3XTRA66613,2026,Ford,Maverick,XLT,36150,0
2T2BAMCA2TC19B917,2026,Lexus,RX,350,59355,null
1FTFW3LD6RFA49884,2024,Ford,F-150,XLT,45290,13229
5J8YD4H08LL018981,2020,Acura,MDX,Technology & A-Spec Package,24774,82003
1FMUK8DH3TGB88000,2026,Ford,Explorer,Active,40678,0
1FMUK8KH7TGB42396,2026,Ford,Explorer,ST-LINE,48847,10
3N1AB9CV9TY216226,2026,Nissan,Sentra,SV,25795,7
1FMDE9AH3TLA46173,2026,Ford,Bronco 2-Door,Badlands,49180,5
JF1VBAB68P8805592,2023,Subaru,WRX,Base,30409,7180
4T1DAACK8SU555223,2025,Toyota,Camry,SE,30022,46339
1C4RJXFG6RW336862,2024,Jeep,Wrangler 4-Door,Rubicon X,52000,21753
1V26E2CA4LC229326,2020,Volkswagen,Atlas Cross Sport,null,21249,78380
1C4RDJDGXNC204240,2022,Dodge,Durango,GT Plus,30000,30407
3CZRZ2H52PM735119,2023,Honda,HR-V,Sport,24820,40014
1C4RJHBRXTC197910,2026,Jeep,Grand Cherokee,Limited Reserve,46303,10
JF2BURGD1TY497755,2026,Subaru,Outback,Limited,null,4
4JGFF8KE3TB537403,2026,Mercedes-Benz,GLS,AMG GLS 63,169127,3
4T1DBADK3TU560536,2026,Toyota,Camry,SE,35131,0
3C4PJMB2XTT256204,2026,Jeep,Cherokee,Limited,40705,3
5XYK33DF2TG429249,2026,Kia,Sportage,EX,32280,5
3GNAXHEG6PL181825,2023,Chevrolet,Equinox,LS,null,26276
WP1AA2A51SLB05279,2025,Porsche,Macan,null,59313,19720
2LMPJ8KR2HBL16547,2017,Lincoln,MKX,Select,17373,51436
WA1ABCFJ9T1085493,2026,Audi,Q3,Base,52848,0
5XYK33DF1TG430604,2026,Kia,Sportage,EX,30963,6
5N1BT3BB9TC810712,2026,Nissan,Rogue,SV,30850,11
1GNERGKS2TJ180316,2026,Chevrolet,Traverse,LT,42455,1
3TMLB5JN6RM080624,2024,Toyota,Tacoma,TRD Off Road,45888,7752
5NMP2DG11TH132560,2026,Hyundai,Santa Fe,SEL,43590,null
KMHLM4DJ6TU192769,2026,Hyundai,Elantra,Blue,28870,14
YV4H60RC3T1493246,2026,Volvo,XC60,Plus,70343,0
5YM33CS0XT9477447,2026,BMW,XM,Base,161475,0
5UX53GP04T9453242,2026,BMW,X3,30,59290,4
JF2BURJD4TY512922,2026,Subaru,Outback,Touring,50563,4
3VV2B7AX1PM019088,2023,Volkswagen,Tiguan,SE,25700,21386
2T2BK1BA8BC103752,2011,Lexus,RX,350,13095,118247
3GCUKREC6GG378770,2016,Chevrolet,Silverado 1500,LT,21413,105332
WP1AG2AY3TDA26023,2026,Porsche,Cayenne,GTS,159500,10
KL77LKEP6TC136687,2026,Chevrolet,Trax,Activ,29019,11
3GKALUEG3TL505910,2026,GMC,Terrain,Elevation,40020,0
4S4GUHM69T3760698,2026,Subaru,Crosstrek,Limited,37360,80
KM8HE3A60RU004740,2024,Hyundai,Kona EV,Limited,25714,17556
1GNSKEKD9NR219775,2022,Chevrolet,Suburban,RST,40900,118410
1FT7X2BN1SEC23829,2025,Ford,F-250 Super Duty,XL,51962,5753
5LMJJ2LG8PEL14958,2023,Lincoln,Navigator,Reserve,64962,14138
5YFB4MDE2TP382472,2026,Toyota,Corolla,LE,23991,12166
7FARS4H72TE008265,2026,Honda,CR-V,EX-L,37276,0
YV4M12RC5T1482242,2026,Volvo,XC60,Plus,57900,null
1C4SDJCT3TC271677,2026,Dodge,Durango,GT HEMI Plus V8,51910,0
5UX53GP01T9396787,2026,BMW,X3,30,65812,5
3GKALUEG7TL482728,2026,GMC,Terrain,Elevation,35705,5
1GB4KSE79SF363267,2025,Chevrolet,Silverado 3500HD,Work Truck,56580,54
4S4BTANC4N3240713,2022,Subaru,Outback,Limited,25407,42927
4S3BWGG64R3011508,2024,Subaru,Legacy,Sport,28681,21609
3N1AB9EW6TY226606,2026,Nissan,Sentra,SL,28985,10
WP1AA2AY7TDA05595,2026,Porsche,Cayenne,Base,116390,null
2FMPK4J93PBA41241,2023,Ford,Edge,SEL,24700,36913
1FMJU1MG9SEA01073,2025,Ford,Expedition,Platinum,79191,6551
5TDGBRCH7NS540481,2022,Toyota,Highlander,XLE,36990,61512
SALZJ2FX2TH004487,2026,Land Rover,Range Rover Evoque,S,55570,1
KNDPVDDG9T7362905,2026,Kia,Sportage,EX Hybrid,37158,11
5FNRL6H89TB062580,2026,Honda,Odyssey,Touring,50852,2
SCCLEMYX5THB40916,2026,Lotus,Emira,Turbo SE,113950,5
KL77LJEP2TC129486,2026,Chevrolet,Trax,RS,29150,null
3GN7DNRP2TS114781,2026,Chevrolet,Equinox EV,2LT,39334,307
1FMWK8JC1TGA51381,2026,Ford,Explorer,Tremor,63473,58
3GNAXHEGXTL502419,2026,Chevrolet,Equinox,LT,28445,0
KNAG64J74T5482492,2026,Kia,K5,GT-Line,31675,5
YV4L12RK9R1929649,2024,Volvo,XC60,Core,31985,37653
KM8SRDHF4HU205206,2017,Hyundai,Santa Fe,Limited Ultimate,13987,113872
JA4T5VA95PZ063040,2023,Mitsubishi,Outlander Plug-In Hybrid,SEL,null,24119
JF1VA2M60J9808137,2018,Subaru,WRX STI,STI,23584,90531
3CZRZ2H55VM702256,2027,Honda,HR-V,Sport,31805,8
3MVDMBEY4TM144652,2026,Mazda,CX-30,Turbo Premium Plus,37998,6
JTDACACU7T3078875,2026,Toyota,Prius Plug-in Hybrid,XSE,40208,0
YV4H60PE5T1497609,2026,Volvo,XC90,Plus,78995,null
1FMCU0E13TUA07018,2026,Ford,Escape Plug-in hybrid,PHEV,29206,37
5TDYRKEC9TS18D184,2026,Toyota,Sienna,XLE,48735,null
KMTG34SC7SU148860,2025,GENESIS,G70,Standard,48347,13
WA12AAGU9T2022506,2026,Audi,Q5,Premium Plus,59916,0
KM8HFCAB5TU459455,2026,Hyundai,Kona,SEL Sport,29601,1
3GNAXHEG4TL494138,2026,Chevrolet,Equinox,LT,30820,10
1FDXE4FN5NDC28792,2022,Ford,E-Series Cutaway,Base,38995,38926
5N1BT3BB8TC802293,2026,Nissan,Rogue,Rock Creek,33221,3
JA4T0LA94TZ030365,2026,Nissan,Rogue Plug-In Hybrid,SL,47281,3
3TYLB5JN5TT122888,2026,Toyota,Tacoma,SR5,45823,4
WBA63FB07TFW49388,2026,BMW,4 Series,M440i,74162,35
1GKENNKS1TJ328291,2026,GMC,Acadia,Elevation,52512,2000
3GNAXHEG9TL482020,2026,Chevrolet,Equinox,LT,30795,45
1GCZGHF71S1276691,2025,Chevrolet,Express Cargo,Work Van,50624,3
3GN7DNRPXTS146071,2026,Chevrolet,Equinox EV,2LT,38977,10
1C6RRFFG2RN130521,2024,RAM,Ram 1500 Pickup,Big Horn/Lone Star,37977,35052
1FATP8UH8G5336067,2016,Ford,Mustang,EcoBoost Premium,23999,52603
3TMLU4EN5EM152714,2014,Toyota,Tacoma,Base,null,120275
1N4BL4CV3KC173176,2019,Nissan,Altima,SR,13526,116115
1GKKNRL47PZ241710,2023,GMC,Acadia,SLE,28560,25486
4S4SLST76T3103037,2026,Subaru,Forester,Touring,44225,null
5YFT4MCE7TP21C604,2026,Toyota,Corolla,XSE,29857,0
5TDAAAB68TS078391,2026,Lexus,TX,Luxury,71530,4
5N1AL1HU8TC350614,2026,INFINITI,QX60,AUTOGRAPH,61383,5
1C4RJHARXTC200791,2026,Jeep,Grand Cherokee,Laredo,43011,10
2C4RC1GG2TR202310,2026,Chrysler,Pacifica,Limited,49423,9
1C6SRFHT4NN294830,2022,RAM,Ram 1500 Pickup,Limited,40475,59192
KM8HACAB7TU346377,2026,Hyundai,Kona,SE,24406,1211
JA4J4VA82NZ056822,2022,Mitsubishi,Outlander,SEL,24555,37461
2C4RC1CG4TR177836,2026,Chrysler,Voyager,LX,39183,12
3N8AP6CB9TL395954,2026,Nissan,KICKS,SV AWD,27836,3
1FT7W2BA3TEC99814,2026,Ford,F-250 Super Duty,XL,57124,5
3FTTW8JA2SRB36232,2025,Ford,Maverick,XLT,32095,7
JTMBDAFB5TA010808,2026,Toyota,bZ,Limited,46790,0
YV4H60PE3T1500247,2026,Volvo,XC90,Plus,80995,0
3C6LRVAG5TE177240,2026,RAM,ProMaster Cargo Van,Tradesman,46817,3
1FT8W3DT3NEE57273,2022,Ford,F-350 Super Duty,Lariat,70962,9037
3MW89FF04R8E18435,2024,BMW,3 Series,330i,43813,11598
5NMP5DG12TH096384,2026,Hyundai,Santa Fe,Calligraphy,51835,12
5NMP5DG18TH090475,2026,Hyundai,Santa Fe,Calligraphy,50055,20
KM8JBDD13TU423771,2026,Hyundai,Tucson,SEL,35882,10
1FMUK8KH2TGB09015,2026,Ford,Explorer,ST-LINE,45677,null
1G6DS5RKXT0117363,2026,Cadillac,CT5,Premium Luxury,55895,0
KNDPVDDG0T7369161,2026,Kia,Sportage,EX Hybrid,36750,10
1FMCU0GN5TUA20336,2026,Ford,Escape,Active,24040,5
7FARS6H85TE128212,2026,Honda,CR-V,Sport-L,42087,0
5FNYG1H45TB034274,2026,Honda,Pilot,EX-L,45201,3
JF2GUSND9T8253772,2026,Subaru,Crosstrek,Limited,37457,1
1FMCU9GN1PUB14479,2023,Ford,Escape,Active,null,51630
1GCUDAED8PZ298410,2023,Chevrolet,Silverado 1500,Work Truck,46000,10
1HGCY2F71TA018805,2026,Honda,Accord,Hybrid Sport-L,36690,6
1FMJU1MG2SEA70879,2025,Ford,Expedition,Platinum,77390,15
1GTUUHE8XTZ368933,2026,GMC,Sierra 1500,Denali Ultimate,76250,4
KL77LHEP2TC123146,2026,Chevrolet,Trax,LT,26582,4
7FARS4H72TE009593,2026,Honda,CR-V,EX-L,38762,5
1FMUK8KH3TGB44534,2026,Ford,Explorer,ST-LINE,51424,3
3VVMR7RM6TM035036,2026,Volkswagen,Tiguan,SE,35296,8
5XYRKDJF1TG462898,2026,Kia,Sorento,X-Line SX,43100,5
1GKS2BKDXPR331094,2023,GMC,Yukon,SLT,52767,52469
JF2GUADC7R8275720,2024,Subaru,Crosstrek,Premium,23796,34052
5N1AT3BB4MC850385,2021,Nissan,Rogue,SV,15413,121779
5XYK2CDF3TG443969,2026,Kia,Sportage,LX,32860,10
KNDPXDDG2T7330906,2026,Kia,Sportage,SX Prestige Hybrid,42135,null
YV4H60PF2T1534625,2026,Volvo,XC90,Ultra,85095,0
5LM5J7XCXTGL12066,2026,Lincoln,Aviator,Reserve,73941,4
1C6JJTBG9PL586159,2023,Jeep,Gladiator,Rubicon,51849,31
4S3BWGP63R3015906,2024,Subaru,Legacy,Touring,32126,31627
1V2BE2CA9PC213384,2023,Volkswagen,Atlas Cross Sport,SEL,32990,18721
1GT49XEY3RF204770,2024,GMC,Sierra 2500HD,Denali Ultimate,70008,74443
1GNSKTKL6PR326586,2023,Chevrolet,Tahoe,High Country,64795,9063
3N1CE2CP9FL374446,2015,Nissan,Versa Note,S Plus,7368,119827
WU1ARBF11TD002216,2026,Audi,RS Q8,Base,152478,21
1C4RJKAR7T8579488,2026,Jeep,Grand Cherokee L,Laredo,46140,12
3MW69FT01T8G46105,2026,BMW,3 Series,M340i,72150,9
KNDPVDDG3T7389422,2026,Kia,Sportage,X-Line Hybrid,35665,null
4JGFB4FB9TB544084,2026,Mercedes-Benz,GLE,GLE350,65223,3086
WVWGA7CD5RW219775,2024,Volkswagen,Golf GTI,S,29400,14624
3VV2B7AX1LM095047,2020,Volkswagen,Tiguan,SE R-LINE BLACK,15435,90597
JN8BT3CB5RW284402,2024,Nissan,Rogue,SL,25306,7663
1C4RJXN63RW189909,2024,Jeep,Wrangler 4xe,Willys 4XE,29981,39754
1FT8W2BN3TEE37407,2026,Ford,F-250 Super Duty,XLT,74710,null
WBS43BA05VCX98920,2027,BMW,M4 Convertible,M4,109872,5
3KPFT4DE0TE317075,2026,Kia,K4,LXS,24800,12
4S4SLDH62T3094137,2026,Subaru,Forester,Sport,36530,2
1FM5K8AB0TGB64693,2026,Ford,Explorer,Utility Police Interceptor,50905,10
1FTFW5L51TFB14670,2026,Ford,F-150,Lariat,76135,395
1GNS6NKD5TR212873,2026,Chevrolet,Tahoe,LT,71838,5
2HGFC1E52KH706379,2019,Honda,Civic,Si,20395,74864
2T3P1RFV7NC294424,2022,Toyota,RAV4,XLE,29407,52874
2C4RC1BG1HR678109,2017,Chrysler,Pacifica,Touring-L,12365,111310
KNDNB4H30R6323013,2024,Kia,Carnival,LX Seat Pkg,30930,39705
3C4PJMB25TT249757,2026,Jeep,Cherokee,Laredo,39490,12
1GCPKWEK6TZ209622,2026,Chevrolet,Silverado 1500,RST,46234,188
1FMWK8GC2TGB48600,2026,Ford,Explorer,ST,63235,3
5J8YE1H36PL039162,2023,Acura,MDX,Base,37945,32821
W1KCG5FB4RA045809,2024,Mercedes-Benz,EQS,AMG EQS 53,76410,6679
2C4RC1CG4PR621805,2023,Chrysler,Voyager,LX,19500,74350
2HGFE2F52TH516680,2026,Honda,Civic,Sport,26450,17309
KM8RKES21TU110156,2026,Hyundai,Palisade,Limited,53434,11
JF2BUPDD9TY531336,2026,Subaru,Outback,Limited,44157,null
2T2BAMCA0TC22C789,2026,Lexus,RX,350 F SPORT,64633,null
1FT7X2BA2TEC97081,2026,Ford,F-250 Super Duty,XL,56851,3
5LM5J7XCXTGL17302,2026,Lincoln,Aviator,Reserve,71833,10
WA1ABCFJ8T1067096,2026,Audi,Q3,Base,51448,0
5J8TC2H4XTL011342,2026,Acura,RDX,Base,46550,4
5N1DR3DK1TC252374,2026,Nissan,Pathfinder,Platinum,47493,null
1FMCU9GN5TUA32992,2026,Ford,Escape,Active,27521,0
2T2BCMEA8TC024996,2026,Lexus,RX Hybrid,500h,76474,0
KMHL54JC9TA578848,2026,Hyundai,Sonata,N Line,34528,10
WP1AA2A54TLB11031,2026,Porsche,Macan,null,83990,13
KNDJ23AUXS7960132,2025,Kia,Soul,LX,19500,10495
1FMEE5DP7PLB98866,2023,Ford,Bronco 4-Door,Wildtrak,49900,22046
WP1AG2A53HLB53146,2017,Porsche,Macan,GTS,25293,78408
5FNYF6H57MB087892,2021,Honda,Pilot,EX-L,null,123120
5N1BT3CB4PC818303,2023,Nissan,Rogue,SL,23568,47054
JN8BT3DD2TW314978,2026,Nissan,Rogue,Platinum,43285,10
4S4SLDH6XT3108477,2026,Subaru,Forester,Sport,36618,null
SALE27EU9T2637989,2026,Land Rover,Defender,X-Dynamic SE,88874,0
5TDAAAB54TS139985,2026,Toyota,Grand Highlander,XLE,48878,0
5N1BT3BB0TC836891,2026,Nissan,Rogue,Dark Armor,37875,0
3CZRU6H59NM749344,2022,Honda,HR-V,EX,17395,102150
5YFB4MDE3PP069095,2023,Toyota,Corolla,LE,20944,49383
1GNSKAKC1GR482443,2016,Chevrolet,Tahoe,LS,16000,143566
5UX43EU09T9451345,2026,BMW,X5,50e,87350,3
4JGFB6BB3SB390939,2025,Mercedes-Benz,GLE,AMG GLE 53,98673,50
KNAG64J78T5436826,2026,Kia,K5,GT-Line,31880,15
4S4SLSJ76T3078949,2026,Subaru,Forester,Sport,39552,3
YV4062PEXT1500903,2026,Volvo,XC90,Plus,71495,0
5UX23EU04T9473342,2026,BMW,X5,40i,73163,0
1GB4KSEY1TF220632,2026,Chevrolet,Silverado 3500HD,Work Truck,81921,null
1FTFW4L59TFA88670,2026,Ford,F-150,Tremor,80885,10
3CZRZ2H78VM705640,2027,Honda,HR-V,EX-L,33855,0
KL77LFEP9SC183914,2025,Chevrolet,Trax,LS,20100,33845
1C4PJXFN3RW135667,2024,Jeep,Wrangler 4-Door,Rubicon,33220,48880
5UX53GP0XT9262215,2026,BMW,X3,30,60252,null
WBA5P9C01MFL12720,2021,BMW,3 Series,330e,29165,null
5N1BT3AB6SC677133,2025,Nissan,Rogue,S,27913,953
7FARS4H72TE005995,2026,Honda,CR-V,EX-L,36863,6
KL47LBEP9TB151669,2026,Buick,Envista,Sport Touring,30007,50
WBX63GM02T5662368,2026,BMW,X2,28i,53433,0
1C6SRFFT6TN353540,2026,RAM,Ram 1500 Pickup,Big Horn/Lone Star,56980,7
1GNEVGKSXTJ307924,2026,Chevrolet,Traverse,LT,43499,3
KNAG64J7XT5493495,2026,Kia,K5,GT-Line,null,1
1V2BN2CAXTC577873,2026,Volkswagen,Atlas,SEL,48826,0
1FMUK8DHXTGA91330,2026,Ford,Explorer,Active,44709,10
5FNYG1H43TB029204,2026,Honda,Pilot,EX-L,48467,6
3GCUKCE87TG279183,2026,Chevrolet,Silverado 1500,Custom Trail Boss,54144,2
1FMCU0E15SUA55442,2025,Ford,Escape Plug-in hybrid,PHEV,34116,755
3FMCR9BN9TRE35728,2026,Ford,Bronco Sport,Big Bend,36545,3
1FMUK8JH4TGA25330,2026,Ford,Explorer,Tremor,null,null
4JGFF5KE9TB516005,2026,Mercedes-Benz,GLS,Base,89875,3824
KL77LJEP6TC165553,2026,Chevrolet,Trax,RS,28605,0
YV4H60PM7T1522016,2026,Volvo,XC90,Ultra,85745,10
3VVUC7B26TM066362,2026,Volkswagen,Taos,SE,31669,6
JTDBDMHE4T3033106,2026,Toyota,Corolla,LE,28974,0
1FMEE4DP1TLA89176,2026,Ford,Bronco 4-Door,Heritage Editon,52714,8
3GYK3BM49TS138359,2026,Cadillac,OPTIQ,Luxury,53640,39
JF1GUHJC8T8254903,2026,Subaru,Impreza,RS,33862,null
5FNYF9H55TB071612,2026,Honda,Passport,TrailSport,47556,11
JF2BUPDD2TY493786,2026,Subaru,Outback,Limited,41250,6
1C6SRFFT1PN575246,2023,RAM,Ram 1500 Pickup,Big Horn/Lone Star,40118,45260
1FTFW3LD7RFA75667,2024,Ford,F-150,XLT,36690,53034
5UXCR6C09P9R91804,2023,BMW,X5,40i,44865,null
1GKKNULS7MZ136145,2021,GMC,Acadia,SLT,21403,87982
W1NKM8HB4RF201243,2024,Mercedes-Benz,GLC,AMG GLC43,53311,18821
WBA53FJ06TCV88467,2026,BMW,5 Series,530i,58409,4772
1HGCY1F49TA013643,2026,Honda,Accord,SE,32115,1
JF2BURMD2TY497932,2026,Subaru,Outback,Wilderness,null,4
5TDXRKEC3TS19D379,2026,Toyota,Sienna,XSE,51643,0
3VVMR7RM1TM038054,2026,Volkswagen,Tiguan,SE,33138,10
1C6SRFJT8TN352185,2026,RAM,Ram 1500 Pickup,Laramie,67049,10
W1NKM4HB5TF588496,2026,Mercedes-Benz,GLC,Base,57108,10
3CZRZ2H72VM701616,2027,Honda,HR-V,EX-L,31898,10
1FTFW1ED6PFA26622,2023,Ford,F-150,XLT,36462,52625
5N1AZ3DS4TC122267,2026,Nissan,Murano,Platinum,52610,10
W1N4M4HBXTW482179,2026,Mercedes-Benz,GLB,GLB 250,53022,18
4T1DAACK1TU22H955,2026,Toyota,Camry,SE,32884,null
3CZRZ2H52TM775775,2026,Honda,HR-V,Sport,32117,0
KMUHCESB3TU348200,2026,GENESIS,GV80,Prestige,76590,null
JTDACAAJ7T3044976,2026,Toyota,Crown Signia,Limited,48090,0
3FMCR9BN6SRF31900,2025,Ford,Bronco Sport,Big Bend,30869,843
2C3CDANP1TR243408,2026,Dodge,Charger,R/T,48670,9
KNDERCAA7T7934351,2026,Kia,Seltos,EX,29685,8
1C4RJHEG3S8625876,2025,Jeep,Grand Cherokee,Summit Reserve,52278,20635
3N1CN8EV2SL843742,2025,Nissan,Versa Sedan,SV,19980,23101
KL77LKEP1TC146897,2026,Chevrolet,Trax,Activ,25778,3
WA125AGU4T2024555,2026,Audi,SQ5,Premium Plus,75408,0
LRBFZPR49TD032391,2026,Buick,Envision,Sport Touring,47194,3
3TMLB5JN0TM263427,2026,Toyota,Tacoma,SR5,42221,5
5NMJECAE4PH194446,2023,Hyundai,Tucson,Limited,27995,23528
JM3KMBHA2T0137135,2026,Mazda,CX-5,S Select,35092,5
W1NWM0AB7TX078875,2026,Mercedes-Benz,G-Class,G580,null,239
1GCUDJED1RZ257281,2024,Chevrolet,Silverado 1500,High Country,48250,44170
1FTEW1EP1PKE04066,2023,Ford,F-150,XLT,36888,48691
1HGCV3F10JA000867,2018,Honda,Accord,Hybrid,16944,103600
1C4HJXFG9LW239142,2020,Jeep,Wrangler Unlimited,Rubicon,32777,44511
YV4062PA3P1952758,2023,Volvo,XC90,Ultimate,42758,48403
4S4SLSE74T3103647,2026,Subaru,Forester,Premium,37057,null
JTMAAAAE2TJ008990,2026,Subaru,Uncharted,GT,null,5
1FAGP8FF1T5101632,2026,Ford,Mustang,GT Premium,60889,null
3VV4C7B25TM038570,2026,Volkswagen,Taos,SEL,34503,15
1FMEE8BHXTLA48516,2026,Ford,Bronco 4-Door,Outer Banks,58011,4
